,smi,Score,Score_bin
604,C[C@H](C(=O)N1CCCCC1)N1c2ccccc2C(=O)N2CCC[C@H]2C1=O,-12.00418,0
605,CC(C)CCNC(=O)C1CCN(C(=O)c2ccccc2)CC1,-25.243519,0
606,CCOc1ccc(-c2noc(CN3CCn4ccnc4C3)n2)cc1,-29.039157,0
607,COc1ccccc1-c1cnc2n1C[C@]1(CCN(Cc3ccccn3)C1)C2,-23.379082999999998,0
608,O=C1CCCN1CCc1nc(-c2cccc(Br)c2)cs1,-30.435176000000002,1
609,CCN(C(=O)COC[C@@H]1CCCO1)c1ccc(N2CCOCC2)cc1,-23.691689,0
610,CCN(CC)c1cc(NCc2ccccc2)c([N+](=O)[O-])c2nonc21,-20.036389,0
611,CC1CCC2(CC1)NC(=O)N(NC(=O)C1CCN(S(C)(=O)=O)CC1)C2=O,-9.261655000000001,0
612,CN1N=C(C(=O)Nc2ccc3nc(C4CC4)oc3c2)CCC1=O,-28.746147999999998,0
613,CCNS(=O)(=O)c1ccc(CCC(=O)N2CCCCC2)cc1,-18.512247,0
614,O=C(NCc1cccnc1)c1ccc(-c2cccs2)nc1,-29.406684999999996,0
615,CC(C)[C@@H](NC(=O)CN1CCN(Cc2ccccn2)CC1)c1ccccc1,-21.695497,0
616,CCCn1nc(C)c(C(=O)N[C@H]2c3ccccc3C[C@H]2O)c1C,-13.913875,0
617,C[C@@H]1C[C@H]1C(=O)Nc1ccc2oc(C(C)(C)C)nc2c1,-24.952579999999998,0
618,CC[C@@H](C(=O)Nc1ccc(F)cc1F)n1cnc2oc(C)c(C)c2c1=O,-32.58099,1
619,Cc1nn(C[C@H](O)c2ccc3c(c2)OCCO3)c(=O)c2ccccc12,-35.51294199999999,1
620,CCc1ccc(CCC(=O)N2CCN([C@@H]3CCC[C@@H]3O)CC2)cc1,-12.231043,0
621,CSc1ncccc1C(=O)N1CC[C@@H](S(C)(=O)=O)C1,-15.453221,0
622,COC(=O)Cn1cnc2c(-c3ccc(F)cc3)csc2c1=O,-25.230314,0
623,Cc1cc(C[S@](=O)Cc2ccc(C(C)(C)C)cc2)no1,-24.015415,0
624,COc1cc2c(c(CNCCn3cc(C)cn3)c1)O[C@@H](C)C2,-23.494398,0
625,Cc1cc(OCC(=O)Nc2ccncc2)ccc1Br,-28.204646,0
626,OC1=C2C(=Nc3nonc3N[C@H]2c2ccnc3ccccc32)CCC1,-20.169554,0
627,O=C(Cc1ccc(Br)cc1)NCCc1cccs1,-30.716447,1
628,Cc1csc(NC(=O)CN2CCC[C@H](c3ncncc3-c3cc(C)no3)C2)n1,-17.597472,0
629,Cc1nnc(COc2ccc(NC(=O)c3ccccc3)cc2)o1,-25.883337,0
630,CCOc1ccccc1N1C[C@H](C(=O)Nc2cc(C)on2)CC1=O,-17.398424,0
631,Cc1cc(C)c(C(N)=O)c(-c2ccc(C(=O)N3CCCC3)cc2)n1,-25.034395,0
632,CC(C)N(C)Cc1nnnn1CC(=O)N(C)C[C@H](O)c1ccccc1,-14.313004000000001,0
633,C[C@@]12C[C@@H](CC(C)(C)C1)N(C(=O)CCNc1nc(Cl)nc3[nH]cnc31)C2,-28.289108000000002,0
634,Cc1ccc(C(=O)N(C)[C@H]2CCCN(C3Cc4ccccc4C3)C2)s1,-20.485522,0
635,COc1nc(N(C)[C@@H]2[C@H]3CCO[C@H]3C2(C)C)nc(N2CCCCCC2)n1,-16.876723000000002,0
636,COc1ccccc1NC(=O)[C@@H](C)N1CCN(Cc2ccccc2F)CC1,-13.341601,0
637,COc1ccc(C2=CCN(C(=O)c3ccc(Br)o3)CC2)cc1,-36.499184,1
638,NC(=O)[C@H](NC(=O)[C@H]1CC(=O)N(c2ccccc2)C1)c1ccccc1,-29.705319,0
639,NS(=O)(=O)Cc1ccc(CNC(=O)CC2CCCC2)cc1,-23.501239,0
640,Cc1ccc2nc(C)c(C(=O)NCc3ccccc3O)cc2c1,-26.630221999999996,0
641,COC(=O)c1ccc(NC(=O)CN(c2ccc(C)c(C)c2)S(C)(=O)=O)cc1,-24.594214,0
642,O=C(Nc1ccc(N2CCOCC2)c2ccncc12)c1ccc([N+](=O)[O-])cc1,-32.55814,1
643,COc1cccc(F)c1[C@@H](C)NC(=O)N(C)Cc1cnccn1,-26.576965,0
644,Cc1cc(SCC(=O)c2ccc3c(c2)NC(=O)CO3)nc(C(C)C)n1,-23.529802,0
645,O=C1NC2(CCCCCC2)C(=O)N1Cc1nc(-c2cccs2)no1,-19.682925,0
646,O=C(Cc1cc(F)ccc1F)N1CCN(c2cncc3ccccc32)CC1,-21.991927,0
647,Cn1ccnc1SCc1nccn1Cc1ccc(Cl)cc1,-22.688067,0
648,O=C(NCCc1nccs1)[C@H]1CC(=O)N(c2n[nH]c3ccccc32)C1,-40.050121999999995,1
649,COc1ccc(CCC(=O)NCc2cccc(C(F)(F)F)c2)cc1OC,-29.45865,0
650,C[C@H](Cn1cc(Br)cn1)C(=O)N1N=CC[C@]1(O)C(F)(F)F,-24.28118,0
651,O=C([C@@H]1CCCC[C@H]1C(=O)N1CCCSCC1)N1CCCC1,-19.877474,0
652,Cc1ccc(-c2nnc(NC(=O)c3ccccc3C)o2)c(C)c1,-27.792833,0
653,CN(C)C(=O)[C@@H]1CCCN1CCCNC(=O)c1cccc(F)c1,-14.592742000000001,0
654,COCCOc1ccc(C(=O)Nc2ccc(C(=O)N3CCCC3)cc2)cc1,-23.133705,0
655,O=C(NCCc1ccc2c(c1)OCO2)c1ccn(CC(F)F)n1,-28.936776000000002,0
656,CCc1cccc(NC(=O)N2CCC(C(=O)N3C[C@@H](C)O[C@H](C)C3)CC2)c1,-27.330935999999998,0
657,O=S(=O)(c1cccc(-c2nnc(S)o2)c1)N1CCOCC1,-23.51463,0
658,CC(C)[C@H]1OCC[C@@H]1CNC(=O)Cc1ccc([N+](=O)[O-])cc1,-22.926810999999997,0
659,O=C(CCc1ccc(Br)cc1)C1CC1,-23.309495000000002,0
660,O=C(CSc1ccccc1C(=O)Nc1ccccc1)N1CCCC1,-24.843042999999998,0
661,O=C(O)[C@@H]1C[C@H]2CCCC[C@@H]2N1Cc1ccc(Br)s1,-24.895172,0
662,CCOC(=O)c1c(C)nsc1NC(=O)c1ccc(F)cc1Cl,-24.579627,0
663,CCn1cc(CNC(=O)N2CCN(C(=O)c3ccccc3OC)CC2)cn1,-20.258366,0
664,CNC(=O)c1cccc(CNC(=O)N2CCC[C@@H](C(N)=O)C2)c1,-21.319000000000006,0
665,O=C([C@@H]1COc2ccccc2O1)N(Cc1ccccn1)c1ccc(F)cc1,-30.688028999999997,1
666,COc1ccc([C@H]2Cn3cc(C(=O)NC4CC4)nc3C(=O)N2)cc1,-17.236237,0
667,CCCCN(Cc1ccccn1)C(=O)c1cnc2ccccn2c1=O,-32.397299,1
668,COc1c(C)cnc(CN2CC[C@@]3(CCCO3)CCC2=O)c1C,-14.092679,0
669,Cc1ccc(CN[C@@H](C)C[C@@H](O)c2cccs2)o1,-18.690282,0
670,COc1ccc([C@H]2[C@H]3[C@@H](C)NC(=O)N(C)[C@@H]3NC(=O)N2C)c(OC)c1,-21.218015,0
671,Cn1cnc(S(=O)(=O)N2CCC[C@H]2c2cc(Nc3ccccn3)n[nH]2)c1,-28.643673,0
672,Cc1nnc(SCC(=O)NCCCN2CCCC2=O)n1-c1cccc(C)c1,-25.167396,0
673,C[C@H](NCc1c(Cl)nc2ccccn21)[C@H](C)n1cccn1,-22.160775,0
674,CCC[C@H](NC(=O)[C@H]1CC(=O)N(C2CCCC2)C1)c1ccccc1,-20.646355,0
675,COc1ccc(NC(=O)NC[C@H](O)CO[C@H](C)c2ccccc2)cn1,-27.278015000000003,0
676,COc1ccc([C@@H]2CN(C(=O)c3ccco3)C[C@H]2C(=O)NCC(C)C)cc1,-28.04240900000001,0
677,Cc1cn[nH]c1C[C@H]1CCCN(C(=O)c2cc(=O)c3ccccc3o2)C1,-30.162491999999997,1
678,O=C(CCOc1cccc([N+](=O)[O-])c1)NCc1ccc(F)cc1,-22.510811999999998,0
679,O=C(CCc1cc(F)ccc1F)N1CCN([C@@H]2CCC[C@H]2O)CC1,-18.256717000000002,0
680,CC(C)=C1N=C2NC(=O)C[C@H](C(=O)Nc3cccc(Cl)c3C)N2N1,-17.55276,0
681,Cc1ccc(NC(=O)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1C,-25.652059,0
682,CC(C)c1ccc(Nc2cc3c(cc2[N+](=O)[O-])[nH]c(N)c3C(N)=O)cc1,-25.359018,0
683,Cc1cc(N2CCN(S(=O)(=O)Cc3cc(F)ccc3F)CC2)ncn1,-30.186863,1
684,Cc1[nH]c2ccccc2c1[C@@H](CC(=O)c1ccccc1)C(=O)O,-34.738935999999995,1
685,CO[C@@H]1CN(c2cccc(F)c2)C12CCN(C1CCOCC1)CC2,-10.779069,0
686,COc1cc(=O)n(-c2ccc(C)cc2)nc1C(=O)Nc1ccc2c(c1)OCO2,-30.665994,1
687,Cc1ccc2nc(CN(CCO)[C@@H]3CS(=O)(=O)C[C@H]3O)cc(=O)n2c1,-33.845968,1
688,O[C@@H](CNC1CCSCC1)c1cccc(C(F)(F)F)c1,-13.770522,0
689,CCN1C[C@@H](C(=O)N2CCCC[C@H]2Cn2nc(C)cc2C)CC1=O,-20.814718,0
690,Cc1ccccc1-n1nnnc1SCC(=O)N(Cc1ccccc1)C(C)C,-23.986455,0
691,O=C(CN1CC(=O)Oc2ccccc21)Nc1ccc2c(c1)OCCO2,-27.272890999999998,0
692,CCCC(=O)Nc1cccc(C(=O)NCCN2CCCC[C@@H]2CO)c1,-22.564341,0
693,c1cnc(N2CCC[C@]3(CN(Cc4cccnc4)CCO3)CC2)nc1,-21.347391000000002,0
694,O=C(C[S@@](=O)Cc1cccc(Cl)c1)N1CCN(C(=O)c2ccco2)CC1,-38.690090999999995,1
695,CC(=O)N1CCC[C@@H]1C(=O)N1Cc2ccccc2N(C)C[C@H]1C,-18.107248000000002,0
696,Cc1nn(C)c(C)c1[C@H]1CCCN1C(=O)c1ccc2c(c1)CCCC2,-13.163976000000002,0
697,Cc1cc(N(C)C)cc([C@H]2CCN(C(=O)Cc3cccs3)C2)n1,-26.823128000000004,0
698,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)NCCCc1cccc(OC(C)C)c1,-26.298881,0
699,CN(C(=O)Cc1ccsc1)[C@H]1CCCN(C2Cc3ccccc3C2)C1,-28.80959600000001,0
700,COCCOc1cccc(C(=O)N2CCN(C[C@H](C)O)CC2)c1,-19.562288,0
701,CCc1cc2c(ncnc2N2CCC(c3noc(C4CC4)n3)CC2)s1,-18.037049,0
702,CCOc1ccc2c(n1)CCN(C(=O)c1cccc(OC)c1OC)C2,-23.835148999999998,0
703,C[C@@](O)(CNC(=O)N[C@@H]1CCOC2(CCCCC2)C1)c1ccco1,-22.435825,0
704,COc1ccccc1[C@]1(O)CCCN(C[C@H](O)c2ccccc2)C1,-23.461998,0
705,CC[C@H](NC(=O)COCc1nc(C)no1)c1cc(F)ccc1F,-25.798558,0
706,O=C(NCCNS(=O)(=O)c1ccc(F)cc1F)c1ccc(F)cc1F,-30.679653000000002,1
707,Cc1ccccc1NC(=O)[C@@]1(C)CC(c2ccccc2)=NO1,-32.292804,1
708,COc1ccc(C(=O)COC(=O)c2ccccc2)c(OC)c1,-30.803383,1
709,Cc1n[nH]c(-c2ccccc2NC(=O)CSCc2ccccn2)n1,-18.124623,0
710,O=C(CNC(=O)c1ccccc1Cl)N1CCC[C@H]1c1ccccc1,-22.456543,0
711,CCN(Cc1ccccc1[N+](=O)[O-])C(=O)c1cccc(N(C)C)c1,-30.005484999999997,1
712,Cc1ccc(-c2nc(C)c(C(=O)N[C@H](C)[C@@H]3CCCO3)s2)o1,-24.087962,0
713,COc1ccc(CCNC(=O)[C@H]2CC(=O)N(Cc3ccco3)C2)cc1OC,-26.276073999999998,0
714,Cc1cc(C(=O)OCc2nnc(-c3cccs3)o2)c(C)o1,-27.148048,0
715,CN(C)c1cc(C2CCN(C(=O)C3CC3)CC2)nc(-c2cnccn2)n1,-22.669358,0
716,CCc1n[nH]c([C@@H]2CN([C@@H](C)C(=O)Nc3cc(C)on3)CCO2)n1,-23.165262,0
717,COc1ncccc1C(=O)N[C@H]1CCc2nnc(C(C)C)n2C1,-14.824047,0
718,CCCCOc1ccc(C(=O)NCC(=O)NCc2ccncc2)cc1,-27.828196000000002,0
719,CNC(=O)[C@H]1C[C@@H]2CN(Cc3ccc(C)cc3)C[C@@H]2N1S(C)(=O)=O,-21.696191,0
720,COc1cc(/C=c2/sc3nc4ccccc4n3c2=O)cc2sc(=O)oc21,-33.151108,1
721,Cn1nc(-c2cccs2)cc1C(=O)NCc1nc2ccccc2[nH]1,-29.147084999999997,0
722,CCCc1cc(NS(=O)(=O)c2c[nH]c(C(=O)N3CCCC3)c2)n[nH]1,-20.474525,0
723,O=C(Nc1cccc(C(F)(F)F)c1)[C@@H]1CCC(=O)N1Cc1cccs1,-26.244622999999997,0
724,O=C(NS(=O)(=O)c1cccnc1)[C@@H]1C[C@]12CCOc1ccccc12,-23.545704999999998,0
725,C[C@H](O)c1ccccc1NC(=O)[C@H](C)N1CCN(c2nccs2)CC1,-26.319096999999996,0
726,COc1cc(N2CCn3c(nc4ccccc43)C2)ccc1NC(=O)C(C)C,-25.683892999999998,0
727,O=C(NCc1cc2ccccc2[nH]1)Nc1cnn(C[C@H]2CCCO2)c1,-26.71969600000001,0
728,Cc1ccc(-n2c3ncccc3n(CC(=O)NCc3ccccc3C)c2=O)cc1,-31.456509000000004,1
729,COCCn1c2ccc(C)cc2s/c1=N/C(=O)c1cccc(OC)c1OC,-24.663495,0
730,C[C@@H](Sc1ccccc1C(=O)N1CCC[C@@]2(CC=CCC2)C1)C(N)=O,-28.930769,0
731,C[C@@H]1CN(C(=O)c2ccc(CNC(=O)C[C@H]3C=CCC3)cc2)C[C@@H](C)O1,-35.310025,1
732,Cc1ncsc1C(=O)N(C)CC(=O)N1CCC[C@H](C(=O)O)C1,-33.851726,1
733,Cc1nc(CCCNC(=O)[C@H](c2ccccc2)n2cnnn2)sc1C,-27.183647999999998,0
734,C[C@H](CCc1ccccc1)NC(=O)Nc1ccccc1,-22.820610000000002,0
735,Cc1nc(O)cc([C@@H]2CN(C(=O)c3cccs3)CCO2)n1,-18.148635000000002,0
736,Cc1cc(C)n([C@@H](C)CC(=O)N[C@@H]2CCOc3ccc(F)cc32)n1,-19.519675,0
737,COc1ccc(CN(C)[C@H](C)C(=O)Nc2cc(F)ccc2F)cc1F,-30.57221,1
738,O=C(O)c1cnc(N2CCN(c3ccccc3)CC2)[nH]c1=O,-21.431110999999998,0
739,CN(C)c1ncnc2c1CN(C[C@H](O)COc1ccc(F)cc1)CC2,-24.731526000000002,0
740,O=C([C@H]1CCC(=O)N(CCc2cccc(F)c2)C1)N1CCNC(=O)C1,-24.49076,0
741,Cc1cc(C)c(NC(=O)CSCc2cccs2)c(C)n1,-25.44037,0
742,CCCNC(=O)[C@H]1CCCN(S(=O)(=O)c2ccc(OCC)cc2)C1,-18.544065,0
743,CCN(Cc1cc2ccccc2[nH]c1=O)C(=O)c1cccc(C)c1,-26.405519,0
744,CN(Cc1ccc(Cl)cc1)CN1C(=O)[C@@H]2CCCC[C@@H]2C1=O,-21.96407,0
745,O=C(O)c1cc(-c2cccc(Cl)c2)nnc1Cl,-32.134205,1
746,Cc1occc1C(=O)N1CCn2c(Cn3cncn3)cnc2C1,-21.347514999999998,0
747,O=C([C@H]1[C@H]2[C@@H]1[C@H]1CC[C@H]2C1)N1CCC(C(=O)N2CCCCC2)CC1,-31.404795,1
748,Nc1n[nH]c(SCC(=O)N[C@H]2COc3ccccc3C2)n1,-23.393997,0
749,C[C@]12CCN(C(=O)CO)[C@H]1CCC(=O)N2Cc1ccccc1,-24.935334,0
750,Cc1cccc(CN2CCC[C@@]3(CCN(CC(=O)N4CCOCC4)C3)C2=O)c1,-28.018366999999998,0
751,Cc1nc(=O)[nH]c(C)c1CCC(=O)N(C)Cc1csc(C(C)C)n1,-20.056823,0
752,CC(C)c1noc([C@H]2CCCN2C(=O)c2sccc2S(N)(=O)=O)n1,-24.140491,0
753,Cc1oc2ccccc2c1CNC(=O)C1CCN(CC(F)F)CC1,-12.922022,0
754,O=C(CCc1nc(-c2ccoc2)no1)Nc1ccc(N2CCOCC2)cn1,-30.412941999999997,1
755,CCOC(=O)[C@]1(c2ccccc2)N[C@@H](c2cccs2)[C@H]2C(=O)N(C)C(=O)[C@H]21,-26.212936,0
756,CCC[C@@H]1CN(C(=O)c2ccncc2)C[C@H]1NS(C)(=O)=O,-25.811417000000002,0
757,Cc1ccc(OC2(C(=O)O)CCN(C(=O)[C@@H](C)n3cccc3)CC2)cn1,-26.723487,0
758,COc1ccc(F)c(F)c1C(=O)N1Cc2ccccc2C[C@@H]1C(=O)O,-29.665881,0
759,CC(C)c1cc(NC(=O)c2cccc(S(C)(=O)=O)c2)[nH]n1,-28.484577,0
760,O=c1c2nnc3c(-c4ccccc4)cnn3c2ccn1CCc1cnc[nH]1,-24.064207,0
761,COc1ccc(/C=C2\NC(=O)N(Cc3ccccc3)C2=O)cc1Br,-24.10318,0
762,O=C(NCCc1c[nH]cn1)c1ccc(S(=O)(=O)N2CC[C@H](O)C2)cc1,-29.903358,0
763,CCOc1ccc(NC(=O)CCc2nc(-c3ccco3)no2)cc1,-22.431044,0
764,C[C@@H](NC(=O)NCc1ccnc2ccccc12)[C@@H]1COc2ccccc21,-24.563372,0
765,COc1ccccc1CNC(=O)Cc1csc(NC(=O)[C@@H]2CCC(=O)N2)n1,-30.695557,1
766,COc1cc(CNCCc2nc(C)cs2)cc2c1OCO2,-25.245509,0
767,O=C(NCCNC(=O)c1cccnc1)NC[C@@H]1CCCCO1,-26.621244,0
768,CCNC(=O)CNC(=O)c1cn(-c2ccc(F)cc2)nc1-c1cccc(C)c1,-22.745113,0
769,Cc1ccc2nc(C(=O)N3CCO[C@H](c4ccc(F)cc4)C3)cn2c1,-32.499722,1
770,C[C@H]1Oc2ccccc2N(CC(=O)NCCSCc2ccsc2)C1=O,-21.528768,0
771,C[C@@H]1CO[C@H](c2cccc(Cl)c2)CN1C(=O)c1ccoc1,-25.06912,0
772,CCc1ccc([C@](C)(O)[C@H](CN2CCOCC2)c2ccccc2)cc1,-18.90683,0
773,O=C(NC1CCCCCC1)[C@@H]1CCCN(C(=O)N2CCOc3ccccc32)C1,-30.754428000000004,1
774,CC1(C(=O)Nc2ccccc2Br)CC1,-27.701886,0
775,O=C(CCc1nc2ccccc2[nH]c1=O)NC[C@H]1OCCc2ccccc21,-28.840769,0
776,CCCCc1c(C)[nH]c2nc(NCc3ccc(OCC)cc3)nn2c1=O,-16.754932999999998,0
777,O=C(NC1CCCCCC1)c1ccc(CN2CCCC2=O)cc1,-21.211819000000002,0
778,CC(C)(C)[C@H]1CC[C@](O)(CN2CCC[C@](C)(C(N)=O)C2)CC1,-10.262784,0
779,COC(=O)c1cccnc1N1CCC(c2nc3ccccc3[nH]2)CC1,-23.635139000000002,0
780,c1csc(-c2ccc(NCC3CCOCC3)cc2)n1,-22.547906,0
781,O=C(N[C@H]1CCCCNC1=O)N1CCCC2(C1)CCCCCC2,-27.997442,0
782,Cc1ccc(NC(=O)CN2C(=O)S/C(=C/C=C/c3ccco3)C2=O)cc1,-23.134292000000002,0
783,Clc1ccc(C2(NC[C@H]3CNc4ccnn4C3)CCC2)cc1,-28.69765,0
784,CCOC(=O)C1=C(C)N(C)C(=O)N[C@H]1c1ccc(Br)s1,-21.497170999999998,0
785,C[C@H](CCOc1ccccc1)C(=O)N1CCOC[C@H]1C(=O)O,-24.712365,0
786,Cn1cc(CC(=O)NCc2cn3ccccc3n2)c2ccccc21,-27.305222999999998,0
787,C[C@@H](NC(=O)Cc1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCCO2,-17.491214000000006,0
788,N[C@@H](Cc1c[nH]cn1)C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,-31.299508000000003,1
789,COc1ccc(-c2n[nH]cc2C(=O)N[C@@H]2[C@@H]3CCO[C@@H]3C2(C)C)cc1,-14.323704000000001,0
790,Cc1ccc(NC(=O)CN2c3ccccc3C(c3ccccc3)=NCC2=O)cc1,-27.33496400000001,0
791,Cc1cccc(C)c1NC(=O)c1cccc(N2C(=O)CCS2(=O)=O)c1,-20.756129,0
792,O=C(NCc1ccc(Cl)cc1)[C@H]1CCCN(c2cnc3nccnc3c2)C1,-26.226948999999998,0
793,CC(C)OCCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,-29.038088000000002,0
794,Cc1ccc2c(c1)NC(=O)[C@](C)(C(=O)NCCC1=CCCCC1)O2,-26.142203,0
795,CCn1cnc2sc(C(=O)Nc3cccc(C)c3)c(C)c2c1=O,-28.111128000000004,0
796,O=C(Cn1[nH]c(=O)ccc1=O)N1CCC[C@]2(C=Cc3ccccc3O2)CC1,-26.439422999999998,0
797,CCn1c(C)cc(C(=O)O[C@H](C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)c1C,-25.167901,0
798,Cc1ccccc1CS(=O)(=O)c1ncc(Cl)c(C(=O)O)n1,-32.628778000000004,1
799,COc1ccc(CNC(=O)CNC(=O)c2c(C)nn(C)c2Cl)cc1,-23.610087,0
800,O=C(O)[C@@H]1C[C@H]2CC[C@H]1N2S(=O)(=O)CCc1cccc(Cl)c1,-29.8831,0
801,CCc1cccc(NC(=O)c2nc3ccccc3nc2OC)c1,-22.01606,0
